id,recommendation_name,category,sub_category,provider_scope,source_provider,recommendation_type,priority,end_user_value,implementation_complexity,primary_metrics,baseline_thresholds,lookback_window,native_or_saas_data_source,third_party_saas_options,product_catalog_dependency,compatibility_group,onboarding_to_engine,basic_engine_support,notes_and_guardrails
BR-0455,"Frontier model overuse (GCP, standard)",AI,Model Routing,GCP,Google Cloud Recommender / Monitoring / Billing Export,ModelRoute,P0,Very High,High,model_name;request_complexity_score;quality_delta,frontier_model_pct>80% AND simple_query_pct>50%,14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,RouteLLM;LiteLLM;Martian;Portkey,model input/output rates,ai.model.same-modality-context-window-and-slo-tier,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Rule routes by label/score; no trace fusion; baseline threshold as listed
BR-0456,"Frontier model overuse (GCP, strict)",AI,Model Routing,GCP,Google Cloud Recommender / Monitoring / Billing Export,ModelRoute,P0,Very High,High,model_name;request_complexity_score;quality_delta,frontier_model_pct>80% AND simple_query_pct>50%; strict mode adds 20% safety headroom,14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,RouteLLM;LiteLLM;Martian;Portkey,model input/output rates,ai.model.same-modality-context-window-and-slo-tier,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Rule routes by label/score; no trace fusion; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0457,"Frontier model overuse (SaaS, standard)",AI,Model Routing,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,ModelRoute,P0,Very High,High,model_name;request_complexity_score;quality_delta,frontier_model_pct>80% AND simple_query_pct>50%,14d,SaaS REST APIs; exports; webhooks; collectors,RouteLLM;LiteLLM;Martian;Portkey,model input/output rates,ai.model.same-modality-context-window-and-slo-tier,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Rule routes by label/score; no trace fusion; baseline threshold as listed
BR-0458,"Frontier model overuse (SaaS, strict)",AI,Model Routing,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,ModelRoute,P0,Very High,High,model_name;request_complexity_score;quality_delta,frontier_model_pct>80% AND simple_query_pct>50%; strict mode adds 20% safety headroom,14d,SaaS REST APIs; exports; webhooks; collectors,RouteLLM;LiteLLM;Martian;Portkey,model input/output rates,ai.model.same-modality-context-window-and-slo-tier,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Rule routes by label/score; no trace fusion; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0459,"Frontier model overuse (FinOps, standard)",AI,Model Routing,FinOps,FinOps Basic Provider Registry + Signal Catalog,ModelRoute,P0,Very High,High,model_name;request_complexity_score;quality_delta,frontier_model_pct>80% AND simple_query_pct>50%,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,RouteLLM;LiteLLM;Martian;Portkey,model input/output rates,ai.model.same-modality-context-window-and-slo-tier,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Rule routes by label/score; no trace fusion; baseline threshold as listed
BR-0460,"Frontier model overuse (FinOps, strict)",AI,Model Routing,FinOps,FinOps Basic Provider Registry + Signal Catalog,ModelRoute,P0,Very High,High,model_name;request_complexity_score;quality_delta,frontier_model_pct>80% AND simple_query_pct>50%; strict mode adds 20% safety headroom,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,RouteLLM;LiteLLM;Martian;Portkey,model input/output rates,ai.model.same-modality-context-window-and-slo-tier,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Rule routes by label/score; no trace fusion; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0461,"Rate-limit retry token waste (AWS, standard)",AI,Rate Limits,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,SchedulePause,P0,High,Low,http_429_rate;retry_count;retried_prompt_tokens,http_429_rate>1% OR retried_prompt_tokens>1M/day,7d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,LiteLLM;Kong AI Gateway;Portkey,wasted prompt token cost,ai.model.same-modality-context-window-and-slo-tier,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Token bucket, queue, backoff; baseline threshold as listed"
BR-0462,"Rate-limit retry token waste (AWS, strict)",AI,Rate Limits,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,SchedulePause,P0,High,Low,http_429_rate;retry_count;retried_prompt_tokens,http_429_rate>1% OR retried_prompt_tokens>1M/day; strict mode adds 20% safety headroom,7d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,LiteLLM;Kong AI Gateway;Portkey,wasted prompt token cost,ai.model.same-modality-context-window-and-slo-tier,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Token bucket, queue, backoff; prod-safe threshold: require +20% stronger evidence and owner approval"
BR-0463,"Rate-limit retry token waste (Azure, standard)",AI,Rate Limits,Azure,Azure Advisor / Azure Monitor / Cost Management,SchedulePause,P0,High,Low,http_429_rate;retry_count;retried_prompt_tokens,http_429_rate>1% OR retried_prompt_tokens>1M/day,7d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,LiteLLM;Kong AI Gateway;Portkey,wasted prompt token cost,ai.model.same-modality-context-window-and-slo-tier,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Token bucket, queue, backoff; baseline threshold as listed"
BR-0464,"Rate-limit retry token waste (Azure, strict)",AI,Rate Limits,Azure,Azure Advisor / Azure Monitor / Cost Management,SchedulePause,P0,High,Low,http_429_rate;retry_count;retried_prompt_tokens,http_429_rate>1% OR retried_prompt_tokens>1M/day; strict mode adds 20% safety headroom,7d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,LiteLLM;Kong AI Gateway;Portkey,wasted prompt token cost,ai.model.same-modality-context-window-and-slo-tier,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Token bucket, queue, backoff; prod-safe threshold: require +20% stronger evidence and owner approval"
BR-0465,"Rate-limit retry token waste (GCP, standard)",AI,Rate Limits,GCP,Google Cloud Recommender / Monitoring / Billing Export,SchedulePause,P0,High,Low,http_429_rate;retry_count;retried_prompt_tokens,http_429_rate>1% OR retried_prompt_tokens>1M/day,7d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,LiteLLM;Kong AI Gateway;Portkey,wasted prompt token cost,ai.model.same-modality-context-window-and-slo-tier,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Token bucket, queue, backoff; baseline threshold as listed"
BR-0466,"Rate-limit retry token waste (GCP, strict)",AI,Rate Limits,GCP,Google Cloud Recommender / Monitoring / Billing Export,SchedulePause,P0,High,Low,http_429_rate;retry_count;retried_prompt_tokens,http_429_rate>1% OR retried_prompt_tokens>1M/day; strict mode adds 20% safety headroom,7d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,LiteLLM;Kong AI Gateway;Portkey,wasted prompt token cost,ai.model.same-modality-context-window-and-slo-tier,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Token bucket, queue, backoff; prod-safe threshold: require +20% stronger evidence and owner approval"
BR-0467,"Rate-limit retry token waste (SaaS, standard)",AI,Rate Limits,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,SchedulePause,P0,High,Low,http_429_rate;retry_count;retried_prompt_tokens,http_429_rate>1% OR retried_prompt_tokens>1M/day,7d,SaaS REST APIs; exports; webhooks; collectors,LiteLLM;Kong AI Gateway;Portkey,wasted prompt token cost,ai.model.same-modality-context-window-and-slo-tier,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Token bucket, queue, backoff; baseline threshold as listed"
BR-0468,"Rate-limit retry token waste (SaaS, strict)",AI,Rate Limits,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,SchedulePause,P0,High,Low,http_429_rate;retry_count;retried_prompt_tokens,http_429_rate>1% OR retried_prompt_tokens>1M/day; strict mode adds 20% safety headroom,7d,SaaS REST APIs; exports; webhooks; collectors,LiteLLM;Kong AI Gateway;Portkey,wasted prompt token cost,ai.model.same-modality-context-window-and-slo-tier,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Token bucket, queue, backoff; prod-safe threshold: require +20% stronger evidence and owner approval"
BR-0469,"Rate-limit retry token waste (FinOps, standard)",AI,Rate Limits,FinOps,FinOps Basic Provider Registry + Signal Catalog,SchedulePause,P0,High,Low,http_429_rate;retry_count;retried_prompt_tokens,http_429_rate>1% OR retried_prompt_tokens>1M/day,7d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,LiteLLM;Kong AI Gateway;Portkey,wasted prompt token cost,ai.model.same-modality-context-window-and-slo-tier,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Token bucket, queue, backoff; baseline threshold as listed"
BR-0470,"Rate-limit retry token waste (FinOps, strict)",AI,Rate Limits,FinOps,FinOps Basic Provider Registry + Signal Catalog,SchedulePause,P0,High,Low,http_429_rate;retry_count;retried_prompt_tokens,http_429_rate>1% OR retried_prompt_tokens>1M/day; strict mode adds 20% safety headroom,7d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,LiteLLM;Kong AI Gateway;Portkey,wasted prompt token cost,ai.model.same-modality-context-window-and-slo-tier,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Token bucket, queue, backoff; prod-safe threshold: require +20% stronger evidence and owner approval"
BR-0471,"RAG semantic cache opportunity (AWS, standard)",AI,RAG,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,TierMove,P1,High,Medium,semantic_cache_hit_pct;repeated_query_pct;rag_cost_per_query,repeated_query>20% AND cache_hit<40%,14d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,GPTCache;LangSmith;Redis,embed+generation per-query cost,ai.model.same-modality-context-window-and-slo-tier,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Enable semantic cache; baseline threshold as listed
BR-0472,"RAG semantic cache opportunity (AWS, strict)",AI,RAG,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,TierMove,P1,High,Medium,semantic_cache_hit_pct;repeated_query_pct;rag_cost_per_query,repeated_query>20% AND cache_hit<40%; strict mode adds 20% safety headroom,14d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,GPTCache;LangSmith;Redis,embed+generation per-query cost,ai.model.same-modality-context-window-and-slo-tier,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Enable semantic cache; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0473,"RAG semantic cache opportunity (Azure, standard)",AI,RAG,Azure,Azure Advisor / Azure Monitor / Cost Management,TierMove,P1,High,Medium,semantic_cache_hit_pct;repeated_query_pct;rag_cost_per_query,repeated_query>20% AND cache_hit<40%,14d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,GPTCache;LangSmith;Redis,embed+generation per-query cost,ai.model.same-modality-context-window-and-slo-tier,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Enable semantic cache; baseline threshold as listed
